CourseOfferingID,CourseID,EmployeeID,TermID,RoomID,CRN,ActualCredits,MaxEnrollment,Section,MeetingDays,MeetingTime
3109,718,485,39,95,53115,3,22,02F,NULL,NULL
3110,718,485,49,62,55965,3,22,01F,T     ,8:00 AM - 9:15 AM
3111,718,485,49,95,55965,3,22,01F,NULL,NULL
3112,718,485,60,92,58087,3,25,01F,T     ,9:25 AM - 10:40 AM
3113,718,485,60,92,58088,3,25,02F,T     ,10:50 AM - 12:05 PM
3114,718,485,60,94,58087,3,25,01F,NULL,NULL
3115,718,485,60,94,58088,3,25,02F,NULL,NULL
3116,718,491,1,39,22281,3,25,8,T Th   ,12:15 PM - 1:30 PM
3117,718,491,1,39,22283,3,25,9,T Th   ,1:40 PM - 2:55 PM
3118,718,491,1,88,22276,3,25,6,M W F  ,10:00 AM - 10:50 AM
3119,718,491,1,89,22279,3,25,7,M W    ,4:30 PM - 5:45 PM
3120,718,491,5,39,25506,3,25,11,T Th   ,12:15 PM - 1:30 PM
3121,718,491,5,81,20218,3,25,6,M W F  ,10:30 AM - 11:20 AM
3122,718,491,5,87,22885,3,25,10,W    ,6:15 PM - 9:15 PM
3123,718,491,15,10,29436,3,25,C01,T Th   ,8:45 AM - 10:00 AM
3124,718,491,25,88,25344,3,25,5,M W    ,3:30 PM - 4:45 PM
3125,718,491,66,62,29364,3,25,5,T Th   ,1:40 PM - 2:55 PM
3126,718,491,66,90,29367,3,25,6,T Th   ,9:25 AM - 10:40 AM
3127,718,491,75,91,28198,3,25,2,M W F  ,10:00 AM - 10:50 AM
3128,718,491,8,19,52328,3,25,B01,M W F  ,8:30 AM - 9:20 AM
3129,718,491,17,57,52827,3,22,B01,T Th   ,6:00 PM - 9:00 PM
3130,718,491,60,91,54803,3,25,2,T Th   ,3:05 PM - 4:20 PM
3131,718,491,89,52,57688,3,22,2,Th   ,5:00 PM - 8:00 PM
3132,718,491,10,91,71929,3,25,42,MTWTh   ,8:00 AM - 10:15 AM
3133,718,499,86,90,28506,3,25,4,T Th   ,12:40 PM - 1:55 PM
3134,718,517,39,62,53112,3,22,8,M W    ,3:30 PM - 4:45 PM
3135,718,517,39,88,53110,3,22,6,M W F  ,11:00 AM - 11:50 AM
3136,485,43,15,76,24731,3,30,1,T Th   ,3:05 PM - 4:20 PM
3137,485,43,29,87,54273,3,30,1,T Th   ,12:15 PM - 1:30 PM
3138,485,257,5,86,20118,3,35,1,T Th   ,4:30 PM - 5:45 PM
3139,485,420,45,91,24293,3,25,01F,M W F  ,9:00 AM - 9:50 AM
3140,485,420,56,89,28561,3,25,1,M W F  ,9:00 AM - 9:50 AM
3141,485,420,75,93,28209,3,25,1,T Th   ,10:50 AM - 12:05 PM
3142,485,420,19,39,54782,3,25,1,T Th   ,1:40 PM - 2:55 PM
3143,485,420,39,88,53118,3,25,1,M W F  ,10:00 AM - 10:50 AM
3144,485,420,49,91,57685,3,25,1,M W F  ,10:00 AM - 10:50 AM
3145,485,420,60,87,54809,3,25,1,M W F  ,9:00 AM - 9:50 AM
3146,485,491,1,78,22069,3,35,1,T Th   ,4:30 PM - 5:45 PM
3147,485,491,25,87,25365,3,30,1,M W F  ,11:00 AM - 11:50 AM
3148,485,491,34,87,25736,3,30,1,M W    ,12:00 PM - 1:15 PM
3149,485,491,66,76,29368,3,22,1,M W F  ,11:00 AM - 11:50 AM
3150,485,491,86,51,28485,3,25,1,T Th   ,9:50 AM - 11:05 AM
3151,470,4,66,94,29369,3,22,01W,NULL,NULL
3152,470,4,75,19,29170,3,27,B01,T Th   ,10:50 AM - 12:05 PM
3153,470,4,86,94,30801,3,25,01W,NULL,NULL
3154,470,4,89,90,56918,3,22,1,M W F  ,12:00 PM - 12:50 PM
3155,470,43,66,51,29372,3,22,3,T Th   ,1:40 PM - 2:55 PM
3156,470,195,66,62,29371,3,22,2,W    ,6:00 PM - 9:00 PM
3157,470,237,25,7,25994,3,25,0H1,NULL,NULL
3158,470,237,25,76,25994,3,25,0H1,M      ,1:30 PM - 2:45 PM
3159,470,237,34,41,25738,3,25,2,T Th   ,12:15 PM - 1:30 PM
3160,470,237,56,94,28568,3,22,01W,M W F  ,1:30 PM - 2:20 PM
3161,470,237,39,93,57730,3,25,1,M W F  ,10:00 AM - 10:50 AM
3162,470,237,39,93,57731,3,25,2,M W F  ,11:00 AM - 11:50 AM
3163,470,237,49,88,55952,3,22,1,M W F  ,10:00 AM - 10:50 AM
3164,470,237,49,88,55953,3,22,2,M W F  ,11:00 AM - 11:50 AM
3165,470,237,60,94,56719,3,22,02W,NULL,NULL
3166,470,237,69,87,55907,3,25,1,T     ,10:50 AM - 12:05 PM
3167,470,237,69,94,55907,3,25,1,NULL,NULL
3168,470,237,69,94,55908,3,25,01W,M W F  ,11:00 AM - 11:50 AM
3169,470,257,15,87,29699,3,25,2,M W F  ,1:30 PM - 2:20 PM
3170,470,257,20,91,76574,3,25,41,MTWTh   ,10:30 AM - 12:45 PM
3171,470,420,15,91,24732,3,25,1,T Th   ,3:05 PM - 4:20 PM
3172,470,420,34,62,29087,3,25,1,M W F  ,9:00 AM - 9:50 AM
3173,470,449,66,94,30987,3,22,02W,NULL,NULL
3174,470,449,75,94,28205,3,22,01W,NULL,NULL
3175,470,449,75,94,31469,3,0,CHW,NULL,NULL
3176,470,449,86,94,30949,3,25,02W,NULL,NULL
3177,470,449,86,94,31030,3,24,03W,NULL,NULL
3178,470,449,89,94,56767,3,25,01W,NULL,NULL
3179,470,485,45,94,29626,3,25,WM1,NULL,NULL
3180,470,485,45,94,29626,3,25,WM1,T     ,9:25 AM - 10:40 AM
3181,470,485,60,87,58091,3,25,01F,T     ,12:15 PM - 1:30 PM
3182,470,485,60,94,58091,3,25,01F,NULL,NULL
3183,470,491,1,NULL,28705,3,1,I01,NULL,NULL
3184,470,491,25,87,25383,3,25,1,T Th   ,12:15 PM - 1:30 PM
3185,470,491,34,15,25737,3,25,HN1,T Th   ,1:40 PM - 2:55 PM
3186,470,491,45,94,24312,3,25,01W,NULL,NULL
3187,470,491,45,94,24499,3,25,02W,NULL,NULL
3188,470,491,56,88,28567,3,22,1,T Th   ,10:50 AM - 12:05 PM
3189,470,491,75,91,28207,3,22,1,T Th   ,12:15 PM - 1:30 PM
3190,470,491,75,91,28210,3,22,2,T Th   ,1:40 PM - 2:55 PM
3191,470,491,86,50,28489,3,25,2,M W    ,2:05 PM - 3:30 PM
3192,470,491,86,88,28486,3,25,1,M W    ,11:15 AM - 12:30 PM
3193,470,491,8,76,52329,3,25,1,M W F  ,11:30 AM - 12:20 PM
3194,470,491,8,81,52329,3,25,1,M W F  ,11:30 AM - 12:20 PM
3195,470,491,19,76,50381,3,25,1,M W F  ,11:30 AM - 12:20 PM
3196,470,491,29,19,54274,3,25,B01,T Th   ,12:15 PM - 1:30 PM
3197,470,491,39,15,53119,3,25,B01,T Th   ,9:25 AM - 10:40 AM
3198,470,491,60,94,56718,3,22,01W,NULL,NULL
3199,470,491,78,87,56553,3,22,1,T Th   ,9:25 AM - 10:40 AM
3200,470,491,78,87,56554,3,22,2,T Th   ,10:50 AM - 12:05 PM
3201,470,491,78,87,59909,3,0,CH1,T Th   ,10:50 AM - 12:05 PM
3202,470,491,12,91,74319,3,35,41,MTWTh   ,1:00 PM - 3:15 PM
3203,470,491,30,7,75563,3,25,W41,NULL,NULL
3204,470,491,43,95,73846,3,25,W41,NULL,NULL
3205,470,491,51,95,73294,3,25,W41,NULL,NULL
3206,470,491,61,94,73590,3,25,01W,NULL,NULL
3207,470,491,73,94,75332,3,22,0WA,NULL,NULL
3208,470,491,82,94,75042,3,25,0WA,NULL,NULL
3209,470,491,84,94,75526,3,25,0WB,NULL,NULL
3210,929,4,89,39,56923,3,25,1,M W F  ,11:00 AM - 11:50 AM
3211,929,43,5,41,25505,3,25,1,M W    ,4:45 PM - 6:00 PM
3212,929,43,15,41,24733,3,12,1,M W F  ,11:00 AM - 11:50 AM
3213,929,43,25,76,25386,3,15,1,M W F  ,10:00 AM - 10:50 AM
3214,929,43,34,41,25742,3,15,1,M W F  ,10:00 AM - 10:50 AM
3215,929,43,45,94,31984,3,15,WM1,M W F  ,10:00 AM - 10:50 AM
3216,929,43,8,41,54386,3,30,1,M W F  ,9:30 AM - 10:20 AM
3217,929,43,19,41,52090,3,12,1,M W F  ,9:30 AM - 10:20 AM
3218,929,43,29,41,54275,3,25,1,T Th   ,10:50 AM - 12:05 PM
3219,929,43,39,41,53120,3,15,1,T Th   ,10:50 AM - 12:05 PM
3220,929,43,49,41,55939,3,15,1,T Th   ,9:25 AM - 10:40 AM
3221,929,43,60,94,54804,3,15,WS1,M W F  ,11:00 AM - 11:50 AM
3222,929,43,69,81,56015,3,15,1,M W    ,12:00 PM - 1:15 PM
3223,929,43,78,88,58734,3,15,1,T Th   ,1:40 PM - 2:55 PM
3224,226,420,49,41,57443,3,25,1,M W F  ,11:00 AM - 11:50 AM
3225,226,420,69,94,55911,3,20,01W,NULL,NULL
3226,154,212,1,75,22062,3,30,1,M W F  ,9:00 AM - 9:50 AM
3227,784,413,25,80,25508,3,15,1,T     ,6:00 PM - 9:00 PM
3228,784,420,34,80,25744,3,15,1,T Th   ,3:05 PM - 4:20 PM
3229,784,420,45,89,24464,3,20,01F,T Th   ,8:00 AM - 9:15 AM
3230,784,420,56,41,28571,3,25,1,T Th   ,9:25 AM - 10:40 AM
3231,784,420,56,41,31745,3,0,H01,T Th   ,9:25 AM - 10:40 AM
3232,784,420,66,46,29540,3,15,1,Th   ,1:40 PM - 4:25 PM
3233,784,420,75,46,29053,3,12,1,T     ,1:30 PM - 4:00 PM
3234,644,420,75,NULL,31059,3,1,IS1,NULL,NULL
3235,644,420,43,95,73873,3,25,W01,NULL,NULL
3236,644,420,51,95,73291,3,25,W41,NULL,NULL
3237,644,491,29,39,54277,3,25,1,M W F  ,12:00 PM - 12:50 PM
3238,644,491,69,94,56016,3,20,01W,NULL,NULL
3239,590,4,75,62,28201,3,25,1,M W    ,12:00 PM - 1:15 PM
3240,590,4,86,94,30999,3,25,01W,NULL,NULL
3241,590,43,60,94,54806,3,25,WS1,T Th   ,1:40 PM - 2:55 PM
3242,590,420,34,88,25752,3,25,1,M W F  ,2:30 PM - 3:20 PM
3243,864,43,56,88,28574,3,25,1,M W F  ,1:30 PM - 2:20 PM
3244,864,420,15,81,24734,3,25,1,M W F  ,1:30 PM - 2:20 PM
3245,864,420,25,81,25392,3,25,1,M W F  ,9:00 AM - 9:50 AM
3246,864,420,34,81,25753,3,30,1,M W F  ,11:00 AM - 11:50 AM
3247,864,420,45,91,26305,3,25,01F,M W F  ,8:00 AM - 8:50 AM
3248,865,43,5,81,26846,3,20,1,M W    ,1:55 PM - 3:10 PM
3249,158,43,8,91,54388,3,35,1,T Th   ,8:00 AM - 9:15 AM
3250,158,420,19,93,52091,3,30,1,T Th   ,8:00 AM - 9:15 AM
3251,159,420,66,90,29376,3,25,1,T Th   ,8:00 AM - 9:15 AM
3252,159,420,86,75,29766,3,30,1,Th   ,2:05 PM - 4:45 PM
3253,159,420,29,81,54278,3,25,1,M W    ,12:00 PM - 1:15 PM
3254,159,420,47,87,59587,3,0,01F,M      ,5:00 PM - 8:00 PM
3255,159,420,47,95,59587,3,0,01F,NULL,NULL
3256,159,491,45,94,26306,3,25,WM1,NULL,NULL
3257,159,491,45,94,26306,3,25,WM1,M      ,3:30 PM - 4:45 PM
3258,159,491,56,88,28624,3,22,1,M W F  ,11:00 AM - 11:50 AM
3259,159,491,75,91,28222,3,25,1,T Th   ,9:25 AM - 10:40 AM
3260,159,491,39,81,53122,3,25,1,T Th   ,12:15 PM - 1:30 PM
3261,159,491,49,50,55966,3,25,1,M W F  ,1:30 PM - 2:20 PM
3262,448,420,90,94,56780,3,25,0WB,NULL,NULL
3263,156,4,89,86,56922,3,25,1,M W    ,3:30 PM - 4:45 PM
3264,156,43,15,81,24736,3,25,1,T Th   ,9:25 AM - 10:40 AM
3265,156,43,25,62,25400,3,22,1,M W F  ,1:30 PM - 2:20 PM
3266,156,43,34,62,25754,3,22,1,T Th   ,4:30 PM - 5:45 PM
3267,156,43,45,94,31985,3,22,WM1,T Th   ,4:30 PM - 5:45 PM
3268,156,43,66,91,29378,3,25,1,M W    ,3:30 PM - 4:45 PM
3269,156,43,8,76,52371,3,34,1,T Th   ,10:50 AM - 12:05 PM
3270,156,43,69,88,56017,3,25,1,T Th   ,9:25 AM - 10:40 AM
3271,156,43,63,94,73596,3,25,01W,NULL,NULL
3272,847,420,37,4,53123,3,15,BX1,T Th   ,3:05 PM - 4:20 PM
3273,847,420,37,95,53123,3,15,BX1,NULL,NULL
3274,847,420,47,4,55931,3,15,B81,T Th   ,3:05 PM - 4:20 PM
3275,847,420,47,95,55931,3,15,B81,NULL,NULL
3276,847,420,60,4,54805,3,15,B01,T Th   ,10:50 AM - 12:05 PM
3277,589,420,60,41,54808,3,25,1,M W F  ,10:00 AM - 10:50 AM
3278,589,420,78,41,56557,3,25,1,T Th   ,9:25 AM - 10:40 AM
3279,589,517,39,95,58936,3,25,W01,NULL,NULL
3280,832,420,86,48,29251,3,25,1,T     ,2:05 PM - 4:45 PM
3281,237,413,34,95,25755,3,25,W01,NULL,NULL
3282,237,420,25,7,25510,3,25,W01,NULL,NULL
3283,237,420,61,94,74665,3,25,01W,NULL,NULL
3284,237,420,71,94,75333,3,15,0WB,NULL,NULL
3285,659,491,66,87,29381,3,25,1,M      ,12:00 PM - 1:15 PM
3286,659,491,66,94,29381,3,25,1,NULL,NULL
3287,659,491,49,62,57442,3,25,01F,W    ,12:00 PM - 1:15 PM
3288,659,491,49,95,57442,3,25,01F,NULL,NULL
3289,57,257,19,76,54783,3,20,1,T Th   ,10:50 AM - 12:05 PM
3290,520,4,75,76,28211,3,25,1,M W    ,3:30 PM - 4:45 PM
3291,520,43,1,7,28764,3,2,W01,NULL,NULL
3292,520,43,1,81,23939,3,35,1,M W F  ,10:00 AM - 10:50 AM
3293,520,43,5,39,26845,3,30,1,M W F  ,10:30 AM - 11:20 AM
3294,520,43,25,92,25401,3,22,1,M W    ,3:30 PM - 4:45 PM
3295,520,43,34,88,25757,3,22,1,M W    ,3:30 PM - 4:45 PM
3296,520,43,45,94,31986,3,22,WM1,T Th   ,1:40 PM - 2:55 PM
3297,520,43,56,75,28583,3,25,1,T Th   ,1:40 PM - 2:55 PM
3298,520,259,66,88,29383,3,25,1,T Th   ,3:05 PM - 4:20 PM
3299,155,43,1,7,28765,3,1,W01,NULL,NULL
3300,155,43,1,81,23940,3,35,1,M W    ,3:05 PM - 4:20 PM
3301,155,43,19,76,54784,3,30,1,T Th   ,3:05 PM - 4:20 PM
3302,155,43,39,62,53126,3,25,1,M W F  ,9:00 AM - 9:50 AM
3303,155,43,78,92,56558,3,25,1,M W    ,3:30 PM - 4:45 PM
3304,830,212,8,76,52332,3,30,1,M W    ,1:55 PM - 3:10 PM
3305,830,491,19,76,50382,3,30,1,M W    ,1:55 PM - 3:10 PM
3306,830,491,39,91,53127,3,20,1,M W    ,3:30 PM - 4:45 PM
3307,830,491,60,94,56720,3,22,01W,NULL,NULL
3308,830,491,78,90,56559,3,22,1,M W    ,1:30 PM - 2:45 PM
3309,343,98,4,7,25437,3,25,PW0,NULL,NULL
3310,343,112,34,95,25759,3,25,W01,NULL,NULL
3311,343,112,45,94,24575,3,25,01W,NULL,NULL
3312,343,112,66,94,29384,3,25,01W,NULL,NULL
3313,343,112,86,94,28509,3,25,01W,NULL,NULL
3314,343,112,60,94,56721,3,25,01W,NULL,NULL
3315,343,112,69,94,55909,3,25,01W,NULL,NULL
3316,343,144,4,7,28526,3,30,PW9,NULL,NULL
3317,343,144,15,7,29439,3,25,PWO,NULL,NULL
3318,343,144,25,7,25398,3,25,PW0,NULL,NULL
3319,343,212,1,75,22101,3,30,1,M W    ,1:40 PM - 2:55 PM
3320,343,257,15,7,24737,3,20,PW0,NULL,NULL
3321,343,491,15,92,24739,3,30,1,T Th   ,12:15 PM - 1:30 PM
3322,343,491,25,87,25369,3,25,1,M W F  ,10:00 AM - 10:50 AM
3323,343,491,34,95,29782,3,25,W02,NULL,NULL
3324,343,491,56,94,28585,3,25,01W,NULL,NULL
3325,343,491,75,94,28204,3,25,01W,NULL,NULL
3326,343,491,50,95,74194,3,25,01W,NULL,NULL
3327,343,491,63,94,73597,3,25,01W,NULL,NULL
3328,343,491,72,94,75334,3,22,01W,NULL,NULL
3329,343,491,83,94,75038,3,25,01W,NULL,NULL
3330,281,420,31,7,73027,3,25,W01,NULL,NULL
3331,281,420,53,95,73292,3,25,W42,NULL,NULL
3332,281,491,69,88,56018,3,22,1,T Th   ,10:50 AM - 12:05 PM
3333,281,491,89,91,56771,3,25,1,T Th   ,10:50 AM - 12:05 PM
3334,875,212,8,92,54389,3,35,1,M W    ,3:20 PM - 4:35 PM
3335,875,257,19,76,52092,3,15,1,M W    ,3:20 PM - 4:35 PM
3336,876,43,29,87,54279,3,25,1,M W    ,3:30 PM - 4:45 PM
3337,876,43,42,75,73840,3,25,01M,MTWThF  ,2:30 PM - 5:30 PM
3338,876,257,15,25,24740,3,15,B01,T Th   ,1:40 PM - 2:55 PM
3339,876,420,86,4,28497,3,10,3,W    ,9:50 AM - 12:30 PM
3340,876,420,86,75,28496,3,10,2,Th   ,2:05 PM - 4:45 PM
3341,876,420,29,4,54281,3,15,B02,T Th   ,10:50 AM - 12:05 PM
3342,876,420,29,17,54280,3,15,B01,T Th   ,9:25 AM - 10:40 AM
3343,876,420,69,46,55912,3,15,1,T     ,9:00 AM - 10:30 AM
3344,876,420,69,94,55912,3,15,1,NULL,NULL
3345,876,420,32,4,74743,3,25,BM1,MTWThF  ,9:00 AM - 12:00 PM
3346,876,420,42,4,73842,3,25,02M,MTWThF  ,9:00 AM - 12:00 PM
3347,876,420,52,95,73282,3,15,01M,NULL,NULL
3348,876,420,62,94,73588,3,15,0MW,NULL,NULL
3349,876,491,45,94,26302,3,25,01W,NULL,NULL
3350,876,491,86,62,28491,3,20,1,T Th   ,12:40 PM - 1:55 PM
3351,876,491,89,87,56772,3,25,1,M      ,1:30 PM - 2:45 PM
3352,876,491,89,94,56772,3,25,1,NULL,NULL
3353,876,491,11,7,75701,3,30,1,NULL,NULL
3354,876,491,22,7,76577,3,20,W01,NULL,NULL
3355,406,43,5,NULL,29354,3,1,I01,NULL,NULL
3356,406,212,8,NULL,58405,3,1,I01,NULL,NULL
3357,406,212,7,NULL,58918,3,1,I82,NULL,NULL
3358,406,420,75,NULL,31062,3,1,IS2,NULL,NULL
3359,406,420,60,NULL,60432,3,1,1,NULL,NULL
3360,406,420,79,NULL,59860,3,1,01B,NULL,NULL
3361,406,420,88,NULL,59554,3,1,1IS,NULL,NULL
3362,406,420,88,NULL,59675,4,1,2IS,NULL,NULL
3363,406,420,40,NULL,75995,3,1,I42,NULL,NULL
3364,406,491,6,NULL,30199,3,1,82,NULL,NULL
3365,406,491,15,NULL,30479,3,1,I01,NULL,NULL
3366,406,491,15,NULL,30480,3,1,I02,NULL,NULL
3367,406,491,19,NULL,59470,3,1,I02,NULL,NULL
3368,406,491,40,NULL,76016,3,1,I4B,NULL,NULL
3369,153,43,49,88,55954,3,30,1,M W F  ,9:00 AM - 9:50 AM
3370,153,237,29,78,54289,3,30,1,W    ,6:25 PM - 9:25 PM
3371,153,237,39,81,53128,3,30,1,M W F  ,2:30 PM - 3:20 PM
3372,153,420,19,49,54785,3,30,1,M W F  ,10:30 AM - 11:20 AM
3373,153,420,83,94,75040,3,25,01W,NULL,NULL
3374,723,43,39,93,53129,3,15,1,M W F  ,1:30 PM - 2:20 PM
3375,723,43,49,88,55941,3,15,1,M W F  ,2:30 PM - 3:20 PM
3376,723,43,69,87,56019,3,22,1,T Th   ,1:40 PM - 2:55 PM
3377,723,43,69,94,60637,3,1,01W,NULL,NULL
3378,823,420,56,91,28588,3,25,1,T Th   ,3:05 PM - 4:20 PM
3379,823,420,89,52,56773,3,20,1,T     ,1:40 PM - 4:10 PM
3380,846,420,38,4,53124,3,10,BX1,T Th   ,3:05 PM - 4:20 PM
3381,846,420,38,95,53124,3,10,BX1,NULL,NULL
3382,846,420,48,4,55932,3,15,B82,T Th   ,3:05 PM - 4:20 PM
3383,846,420,48,95,55932,3,15,B82,NULL,NULL
3384,449,4,82,94,75043,3,25,0WA,NULL,NULL
3385,449,271,24,7,31335,3,25,W82,NULL,NULL
3386,449,420,29,7,54284,3,25,W01,NULL,NULL
3387,449,420,79,94,56555,3,25,0WB,NULL,NULL
3388,449,420,23,7,76576,3,25,W42,NULL,NULL
3389,449,491,8,76,56098,3,30,1,T Th   ,3:05 PM - 4:20 PM
3390,449,491,31,7,73026,3,25,W01,NULL,NULL
3391,449,491,41,95,73880,3,25,W01,NULL,NULL
3392,449,491,50,95,73293,3,25,01W,NULL,NULL
3393,449,517,24,7,31335,3,25,W82,NULL,NULL
3394,449,517,38,95,58491,3,25,W82,NULL,NULL
3395,157,43,25,90,25402,3,15,1,M      ,6:25 PM - 9:25 PM
3396,157,43,34,51,25760,3,15,1,M      ,1:30 PM - 3:20 PM
3397,157,43,45,76,26304,3,15,1,M      ,5:00 PM - 8:00 PM
3398,157,43,56,75,28594,3,18,1,M      ,5:00 PM - 7:40 PM
3399,157,43,66,94,30509,3,3,1,NULL,NULL
3400,157,43,19,76,50406,3,5,1,M      ,6:15 PM - 9:15 PM
3401,157,43,48,NULL,59588,3,0,02F,M      ,5:00 PM - 8:00 PM
3402,157,43,48,95,59588,3,0,02F,NULL,NULL
3403,157,212,1,89,22214,3,8,1,M      ,6:00 PM - 9:00 PM
3404,157,212,8,62,52358,3,5,1,M      ,6:15 PM - 8:45 PM
3405,157,420,75,94,28203,3,10,01W,NULL,NULL
3406,157,420,86,94,28498,3,15,01W,NULL,NULL
3407,157,420,78,NULL,59090,3,10,2,NULL,NULL
3408,157,420,89,NULL,56769,3,15,2,NULL,NULL
3409,157,491,5,87,20189,3,8,1,M      ,6:15 PM - 9:15 PM
3410,157,491,15,88,24741,3,0,1,W    ,6:25 PM - 9:25 PM
3411,157,491,29,62,54282,3,0,1,M      ,6:25 PM - 9:25 PM
3412,157,491,39,77,53131,3,8,1,M W    ,12:00 PM - 1:15 PM
3413,157,491,49,62,55968,3,12,01F,M      ,12:00 PM - 1:15 PM
3414,157,491,49,95,55968,3,12,01F,NULL,NULL
3415,157,491,60,94,58089,3,18,01W,NULL,NULL
3416,157,491,69,87,56021,3,15,1,W    ,5:00 PM - 8:00 PM
3417,157,491,78,76,56561,3,15,1,M      ,5:00 PM - 7:30 PM
3418,157,491,89,93,56774,3,15,1,M      ,5:00 PM - 7:30 PM
3419,460,43,5,NULL,20190,3,5,1,NULL,NULL
3420,460,43,45,NULL,29228,3,0,1,NULL,NULL
3421,460,43,56,NULL,28596,3,15,1,NULL,NULL
3422,460,43,66,NULL,29389,3,15,1,NULL,NULL
3423,460,43,39,NULL,53132,3,11,1,NULL,NULL
3424,460,43,49,NULL,57439,3,15,1,NULL,NULL
3425,460,43,60,94,58090,3,10,01W,NULL,NULL
3426,460,43,78,NULL,56562,3,10,1,NULL,NULL
3427,460,43,11,NULL,74016,3,5,1,NULL,NULL
3428,460,43,41,95,75370,3,10,W01,NULL,NULL
3429,460,43,50,95,73295,3,15,01W,NULL,NULL
3430,460,43,63,NULL,75850,3,1,1,NULL,NULL
3431,460,43,63,94,73599,3,15,01W,NULL,NULL
3432,460,43,72,NULL,75335,3,10,1,NULL,NULL
3433,460,212,1,NULL,22215,3,5,1,NULL,NULL
3434,460,212,8,NULL,52324,3,0,1,NULL,NULL
3435,460,420,25,NULL,25403,3,0,1,NULL,NULL
3436,460,420,26,NULL,30647,3,0,81,NULL,NULL
3437,460,420,75,NULL,28202,3,15,1,NULL,NULL
3438,460,420,77,NULL,31522,3,1,01B,NULL,NULL
3439,460,420,90,94,59861,3,1,01B,NULL,NULL
3440,460,420,83,NULL,75041,3,5,1,NULL,NULL
3441,460,491,15,NULL,24742,3,7,1,NULL,NULL
3442,460,491,34,NULL,25761,3,5,1,NULL,NULL
3443,460,491,34,NULL,31014,3,0,2,NULL,NULL
3444,460,491,86,94,29765,3,15,01W,NULL,NULL
3445,460,491,19,NULL,50377,3,0,1,NULL,NULL
3446,460,491,19,NULL,59500,3,1,2,NULL,NULL
3447,460,491,29,NULL,54283,3,0,1,NULL,NULL
3448,460,491,28,NULL,59929,3,5,82,NULL,NULL
3449,460,491,69,NULL,55910,3,10,1,NULL,NULL
3450,460,491,89,NULL,57131,3,15,1,NULL,NULL
3451,460,491,22,NULL,80347,3,2,1,NULL,NULL
3452,460,491,22,NULL,81219,3,1,2,NULL,NULL
3453,460,491,33,NULL,75579,3,1,42,NULL,NULL
3454,460,491,31,NULL,74936,3,0,1,NULL,NULL
3455,460,491,31,NULL,75501,3,1,2,NULL,NULL
3456,490,60,56,94,28705,3,25,01W,NULL,NULL
3457,490,60,56,94,28725,3,35,02W,NULL,NULL
3458,490,60,66,94,28872,3,25,01W,NULL,NULL
3459,490,60,66,94,28873,3,25,02W,NULL,NULL
3460,490,60,75,94,28429,3,25,01W,NULL,NULL
3461,490,60,75,94,28430,3,25,02W,NULL,NULL
3462,490,60,86,94,28052,3,25,01W,NULL,NULL
3463,490,60,86,94,28053,3,25,02W,NULL,NULL
3464,490,60,89,94,57029,3,25,01W,NULL,NULL
3465,490,60,89,94,57030,3,25,02W,NULL,NULL
3466,490,65,45,94,26671,3,25,02W,NULL,NULL
3467,490,65,45,94,26720,3,35,01W,NULL,NULL
3468,490,74,5,80,25419,3,20,3,M W    ,3:20 PM - 4:35 PM
3469,490,74,45,94,26720,3,35,01W,NULL,NULL
3470,490,127,78,94,55450,3,25,01W,NULL,NULL
3471,490,127,78,94,55451,3,25,02W,NULL,NULL
3472,490,139,15,80,24532,3,30,1,M W F  ,9:00 AM - 9:50 AM
3473,490,139,15,80,24534,3,30,3,M W    ,3:30 PM - 4:45 PM
3474,490,139,25,7,24724,3,30,W01,NULL,NULL
3475,490,139,25,7,30904,3,30,W02,NULL,NULL
3476,490,139,25,80,24709,3,30,1,M W F  ,9:00 AM - 9:50 AM
3477,490,139,29,7,54026,3,32,W01,NULL,NULL
3478,490,139,29,53,54025,3,22,1,M W F  ,9:00 AM - 9:50 AM
3479,490,139,39,53,52975,3,24,1,M W F  ,9:00 AM - 9:50 AM
3480,490,139,39,95,52976,3,30,W01,NULL,NULL
3481,490,139,69,53,58318,3,25,1,M W F  ,11:00 AM - 11:50 AM
3482,490,139,69,77,58320,3,25,2,W    ,6:25 PM - 8:55 PM
3483,490,139,30,7,73023,3,25,W41,NULL,NULL
3484,490,139,43,95,73716,3,25,W41,NULL,NULL
3485,490,139,52,95,74961,3,25,01M,NULL,NULL
3486,490,240,1,7,21740,3,25,W01,NULL,NULL
3487,490,240,5,7,19970,3,25,W01,NULL,NULL
3488,490,240,5,80,19983,3,20,1,M W F  ,9:30 AM - 10:20 AM
3489,490,240,15,7,24535,3,30,W01,NULL,NULL
3490,490,240,19,7,50240,3,25,W01,NULL,NULL
3491,490,240,12,7,70985,3,25,W41,NULL,NULL
3492,490,240,20,7,78976,3,16,W41,NULL,NULL
3493,490,285,5,80,19985,3,20,2,M W F  ,8:30 AM - 9:20 AM
3494,490,373,1,80,21759,3,25,1,M W F  ,9:00 AM - 9:50 AM
3495,490,373,1,80,21762,3,25,2,M W F  ,10:00 AM - 10:50 AM
3496,490,373,8,80,52164,3,25,1,M W F  ,8:30 AM - 9:20 AM
3497,490,475,60,94,57279,3,30,02W,NULL,NULL
3498,490,475,60,94,57281,3,30,01W,NULL,NULL
3499,490,475,78,94,55450,3,25,01W,NULL,NULL
3500,490,475,78,94,55451,3,25,02W,NULL,NULL
